year,type,element_no,element,element_display,MentionedPosts,examples_json,type_old
2024,이벤트,53,타로|타로점|타로부스,타로,5,"[{""context"": ""포토카드를 만들거나 [[타로]]점을 보는 등 다양한 활동을 할 수 있었고, 굿즈를 사거나 럭키 드로우 경품 에 응모할"", ""title"": ""버닝비버 2024 후기 로스트아크 굿즈도 잔뜩!"", ""link"": ""https://blog.naver.com/doek11/223680208709""}, {""context"": ""이걸로 기념품, 굿즈, [[타로]] 등 에 준비된 리워드 이벤트에 사용 할 수 있었으니!"", ""title"": ""좋아한다면 주목! 인디게임&컬쳐 페스티벌 2024 버닝비버 후기"", ""link"": ""https://blog.naver.com/eazy_hops/223709598739""}, {""context"": ""그리고 비버 [[타로]]도 봤습니다"", ""title"": ""[Hope Creator 5기] 버닝비버 2024 후기"", ""link"": ""https://blog.naver.com/hyanggies/223687563947""}, {""context"": ""리워드로 교환할 수 있는 건 럭드, [[타로]], 포토존, 굿즈 구매였음 리워드로 할 수 있는 게 다양한 점도 재밌었다 ​ 럭드와 굿즈존 마감 시간 즈음이라 줄이 좀 있었다 ​ 스티커 겟 핑구는 모코코 키링을 뽑음!!!!!!"", ""title"": ""버닝비버 2024 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/iammulgogi/223687904686""}, {""context"": ""포토 카드를 만들 수도 있고, [[타로]]점을 봐주기도 하고, 굿즈를 사거나 럭키 드로우 경품에 응모할 수도 있었죠."", ""title"": ""든든하게 먹은 버닝비버 2024 행사 후기"", ""link"": ""https://blog.naver.com/neopgame/223735120710""}]",프로그램/이벤트
2025,게임/IP,54,산나비,산나비,9,"[{""context"": ""(인디게임 창작자 특별 강연도 진행한다구 하네용) ​ 또 그 옆에는 [[산나비]] 외전 특별부스까지,, 알차다 못해 나 오늘안에 여기서 나갈 수 있능 걸까요🤤💦"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""사실 인디게임 부스만 80개가 넘어가다보니 모든 게임을 소개하기엔 힘들지만 [[산나비]]를 시작으로 풍비박산, 전국 퇴마사협회, 루나락시아, 오컬트디렉티브, 사람속에 피어나는 꽃, 모듈버서커, 메이드서바이벌, 수상한편의점 등등 정말 매력적인 게임이 많았습니다."", ""title"": ""스마일게이트 비버 롹스2025( 버닝비버 ) 행사 후기 , 인디게임..."", ""link"": ""https://blog.naver.com/jhk7318/224102077942""}, {""context"": ""[[산나비]] 외전 기념으로 부스가 엄청 크게 있어서 아크릴 판 굿즈 사고 싶었는데 품절이라 스티커 사고 쇼핑백이라도 받았습니다 ... ㅜ"", ""title"": ""DDP 인디게임 페스티벌 다녀왔다! 2025 비버 롹스 후기"", ""link"": ""https://blog.naver.com/mnzxnm-/224101472160""}, {""context"": ""[[산나비]] 였습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""내 앞에 사람들 다 [[산나비]] 줄서는 사람들.. 하...ㄹㅇ"", ""title"": ""비버롹스 & 케데헌 팝업 후기"", ""link"": ""https://blog.naver.com/rangpa5/224109627693""}]",게임/IP
2025,장소/공간,55,DDP|동대문디지털플라자|동대문디자인플라자|동대문 디자인 플라자,DDP,7,"[{""context"": ""서울 [[동대문디자인플라자]](DDP) 아트홀 1관&컨퍼런스 홀 입장하자마자 나를 반겨주는 귀여운 비버들 +_+ What’s up!"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""올해도 [[DDP]] 동대문 프라자 A1에서 진행했습니다."", ""title"": ""DDP 인디게임 페스티벌 다녀왔다! 2025 비버 롹스 후기"", ""link"": ""https://blog.naver.com/mnzxnm-/224101472160""}, {""context"": ""[[동대문디자인플라자]](DDP) 아트홀 에서 열렸습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""아무리 물가 저세상이래도 넘 기름값 비싸서 휘둥그레짐 [[동대문디자인플라자]] 서울특별시 중구 을지로 281 이 블로그의 체크인 이 장소의 다른 글 비버롹스 도착함 사실 더 일찍 올 수 있었는데 멀리 돌아서 왔더라구요.."", ""title"": ""비버롹스 & 케데헌 팝업 후기"", ""link"": ""https://blog.naver.com/rangpa5/224109627693""}, {""context"": ""저녁시간에 동대문 [[DDP]] 아트홀 1관을 벗어나니 하늘이 까맣게 뒤덮여 있었습니다."", ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"", ""link"": ""https://blog.naver.com/tmdwn944/224101650962""}]",공간/배치
2025,굿즈/리워드,56,B토큰|토큰,B토큰,5,"[{""context"": ""여기서는 이 게임을 젤 집중해서 한둣🐯🐅💨 ​ 퀘스트북에 적힌 퀘스트들을 이행하면 비버[[토큰]]을 줘서, 나중에 상품으로 교환할 수 있거등요?!"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""리워드를 받기 위해서는 [[B토큰]]이 필요 합니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""각 부스마다 인디 게임을 즐기시면 가이드 & 퀘스트 북에 B [[토큰]] 교환소에 있는 직원의 도장을 받을 수 있습니다."", ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"", ""link"": ""https://blog.naver.com/tmdwn944/224101650962""}, {""context"": ""[[B토큰]]을 효율적으로 획득하겠다면 이렇게 각각 3개씩 플레이해서 스티커를 받는 게 좋지만, 시간이 넉넉하다면 그 이상 플레이하여 뒷장을 채워 더 받는 것도 괜찮습니다."", ""title"": ""비버 롹스( 버닝비버 ) 2025 후기 - 인디게임 플레이를..."", ""link"": ""https://blog.naver.com/whithmag/224100397751""}, {""context"": ""​ 지도를 보며 이동하면서 구역별로 스탬프를 모아 [[B토큰]]을 얻습니다."", ""title"": ""인디게임페스티벌 BEAVER ROCKS 2025 첫날 오픈런 방문 후기"", ""link"": ""https://blog.naver.com/zealot16/224099786806""}]",굿즈/리워드
2025,굿즈/리워드,57,가이드북|퀘스트북,가이드북,6,"[{""context"": ""어떤 부스는 아예 게임 콘셉에 맞게 옛날 컴퓨터 모니터로 부스에서 게임 플레이가 가능하게 꾸며놨던데, 이런 부스 마다의 작은 디테일 등도 보는 것들이 넘나 잼썻슴 (어린이용 [[가이드북]]도 따로 준비된 디테일에 내가(?) 다 감덩) ​ 여러 인디 게임들이 자세히 궁금하다면 홈페이지도 한 번 둘러보는거 추천드려욧"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""처음 방문할 때 비버롹스 [[가이드북]] 을 주는데, 이 가이드북을 따라 스탬프도 받고 게임도 즐기면 추후 코인으로"", ""title"": ""DDP 인디게임 페스티벌 다녀왔다! 2025 비버 롹스 후기"", ""link"": ""https://blog.naver.com/mnzxnm-/224101472160""}, {""context"": ""행사장에 들어가면 가이드 & [[퀘스트북]] 하나를 받을 수 있는데요."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""그럼 [[가이드북]]을 읽었다는 전제로 비버롹스 2025를 둘러봅시다."", ""title"": ""비버 롹스( 버닝비버 ) 2025 후기 - 인디게임 플레이를..."", ""link"": ""https://blog.naver.com/whithmag/224100397751""}, {""context"": ""비버롹스에 입장하면 입장 팔찌와 함께 가이드 & [[퀘스트북]]을 주는데요, 책자에 있는 미션을 수행하고 코인으로 바꿔 가챠를 돌릴 수 있습니다ㅎㅎ"", ""title"": ""비버롹스 인디게임 페스티벌 다녀왔어요!( 후기 /산나비..."", ""link"": ""https://blog.naver.com/youjoo4924/224100767001""}]",굿즈/리워드
2025,이벤트,58,비버피처드|비버 피쳐드|Beaver Featured,비버피처드,1,"[{""context"": ""최고의 인디 게임 행사의 마지막은 훌륭한 인디게임에게 상을 주는 [[비버피처드]] 입니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}]",시상/행사
2025,연사/인플루언서,59,김성회,김성회,1,"[{""context"": ""16시에는 [[김성회]]의 인디게임 보석함 이 진행되었습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}]",연사/인플루언서
2025,연사/인플루언서,60,수련수련,수련수련,1,"[{""context"": ""O 아니면 X'에 참여했는데, 놀랍게도 1등을 차지하는 행운을 얻었습니다. ​ OX 퀴즈 마지막 1인이 되었을 때, 아이도 응원하며 같이 환호했고, 그 기억은 오래 남을 것 같습니다. 1등 상품은 B토큰 5개였고, 2등과 3등 각기 4개, 3개가 제공되었습니다. ​ 행사 참여 시 B토큰을 하나 두 개씩 뿌리고, 참여만 해도 B토큰을 3개를 주므로 가능하면 참여해 보는 게 좋겠습니다. ​ 또한 인기 인플루언서 '[[수련수련]]'의 사인회 현장도 직접 보았고, 인디게임 개발자인 유승현 대표의 강연도 들을 수 있었습니다. ​ 강연에서는 게임 개발의 뒷이야기나 창작자로서의 고민, 앞으로의 방향에 대해 현실적이고 솔직한 이야기를 들려주셔서, 저도 아이도 창작과 게임에 대해 새로운 관점을 얻었습니다. ​ 이처럼 BEAVER ROCKS 2025는 단순 관람이 아닌, 참여와 교류의 공간이었습니다. ​ 산나비 구역 & FGT존, 굿즈와 체험 이번 BEAVER ROCKS 2025에서 가장 인기가 많았던 인디게임 '산나비'의 특별 부스였습니다. ​ 행사 오픈 시간 직후 많은 사람들이 게임 체험과 굿즈를 사기 위해 긴 줄을 섰습니다. ​ 산나비 별도 체험존에서는 '산나비 외전: 귀신 씌인 날' 플레이를 해 볼 수 있었습니다. ​ '"", ""title"": ""인디게임페스티벌 BEAVER ROCKS 2025 첫날 오픈런 방문 후기"", ""link"": ""https://blog.naver.com/zealot16/224099786806""}]",연사/인플루언서
2025,연사/인플루언서,62,클템,클템,3,"[{""context"": ""그리고 오후에는 [[클템]]님도 행사장에서 뵐 수 있었습니다."", ""title"": ""스마일게이트 비버 롹스2025( 버닝비버 ) 행사 후기 , 인디게임..."", ""link"": ""https://blog.naver.com/jhk7318/224102077942""}, {""context"": ""저는 케이팝 데몬 헌터스의 조이 역할을 맡으신 김예림 성우 님의 사인회 와 [[클템]]님과 게임 대전 이벤트 가 있었습니다."", ""title"": ""DDP 인디게임 페스티벌 다녀왔다! 2025 비버 롹스 후기"", ""link"": ""https://blog.naver.com/mnzxnm-/224101472160""}, {""context"": ""14시에는 [[클템]]의 쇼미더클템 이 진행되었습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}]",연사/인플루언서
2025,운영인력,63,NPC|스태프|직원|알바,NPC,6,"[{""context"": ""처음에 좋은 건줄 몰랐다가 [[직원]]분들 반응에 나도 덩달아 방방 뜀 ㅎㅋ ​ 미쳤다 실물 받자마자 소리지름 ​ 너무 고퀄에 귀여운 킹갓텀블러였어!!!"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""8. 마지막으로 이번 비버롹스 2025 행사에 힘써주신 관계자분들과 [[스태프]]분들, 그리고 열정적으로 게임 전시에 임한 여러 인디 게임"", ""title"": ""비버 롹스 2025(Beaver Rocks 2025) 후기"", ""link"": ""https://blog.naver.com/kitpage/224100451989""}, {""context"": ""한 가지 아쉬운 점은 메뉴를 선택하는 행동이 크게 의미가 없다고 느껴져서 [[NPC]]와 메뉴가 상호작용해 게임에 영향을 준다면 더 좋았을 거라 생각해요."", ""title"": ""BEAVER ROCKS 2025 게임 후기"", ""link"": ""https://blog.naver.com/kms7231931/224109287236""}, {""context"": ""각 부스마다 인디 게임을 즐기시면 가이드 & 퀘스트 북에 B 토큰 교환소에 있는 [[직원]]의 도장을 받을 수 있습니다."", ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"", ""link"": ""https://blog.naver.com/tmdwn944/224101650962""}, {""context"": ""다만 [[스태프]]조차 예상 대기시간을 알려드리기 어려울 정도라고 했으나, 산나비 외전은 스팀게임으로 무료 플레이가 가능하기도 하고, 이 대기줄은 어디까지나 굿즈스토어 한정 대기줄이라는 점 참고하시면 되겠습니다."", ""title"": ""비버 롹스( 버닝비버 ) 2025 후기 - 인디게임 플레이를..."", ""link"": ""https://blog.naver.com/whithmag/224100397751""}]",운영인력
2025,장소/공간,64,RGB|R존|G존|B존,RGB,6,"[{""context"": ""바로, 빛의 3원색인 [[RGB]]✨ ​ 다양한 색의 창작자들이 모여 무한한 스펙트럼의 세계를 만들어보자는 의미가 담겨있다는데, 현장도 게임 플레이 난이도에 따라 레드 > 그린 > 블루로 꾸며져 있더라구"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""올해 [[RGB]]란 컨셉을 보고 LED 가방을 챙겨갔더니 현장 이벤트도 당첨되보고, 인터뷰도 해보고 참 신기한 경험을 많이했습니다."", ""title"": ""스마일게이트 비버 롹스2025( 버닝비버 ) 행사 후기 , 인디게임..."", ""link"": ""https://blog.naver.com/jhk7318/224102077942""}, {""context"": ""R(Red Zone) 다양한 장르의 게임을 자주 플레이하거나, 고난이도 게임을 선호하는 유저 G(Green Zone) 몇 개의 인디 타이틀을 클리어해본 유저 B(Blue Zone) 평소에 간단한 게임을 즐기는 유저 올해의 컨셉은 [[RGB]] 인데, 게임 부스도 R, G, B 존 으로 분류해두었습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""비버롹스 테마별로 [[RGB]]로 빛의 삼원색 콘셉트로 ​ R 존은 최상, G 존은 보통, B 존은 쉬움으로 난이도를 구별하여 ​ 자신한테 알맞은 조작감과 다양한 장르별 게임을 참여할 수 있도록 부스 코스를 나누었습니다."", ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"", ""link"": ""https://blog.naver.com/tmdwn944/224101650962""}, {""context"": ""이번엔 [[RGB]] 컨셉으로 빨간색 LED 부스는 고난이도 게임 15개, 파란색 LED 부스는 라이트한 게임 31개, 녹색 LED 부스는 그 중간 정도의 난이도로 32개 게임이 분류되어있습니다."", ""title"": ""비버 롹스( 버닝비버 ) 2025 후기 - 인디게임 플레이를..."", ""link"": ""https://blog.naver.com/whithmag/224100397751""}]",존/동선
2025,이벤트,65,얼리버드|얼리 버드|조기 예매,얼리버드,1,"[{""context"": ""[[얼리버드]]로 예매해서 만 원에 구매하였습니다ㅎㅎ"", ""title"": ""비버롹스 인디게임 페스티벌 다녀왔어요!( 후기 /산나비..."", ""link"": ""https://blog.naver.com/youjoo4924/224100767001""}]",티켓/혜택
2025,파트너쉽,66,Out of index|Out Of Index|OOI,Out of index,4,"[{""context"": ""갖고싶다 인형,, 최애색이 소라색이라 더 좋아 중요한건 이게 끝이 아님ㅋㅋ큐ㅠ ​ 중간중간 다양한 이벤트도 준비되어있고🎁 ​ 인디게임 존 밖에는 [[Out of Index]]존이랑 ​ 지난 10월에 진행한 스마일게이트 퓨처랩 주관 비버잼에서 제작된 게임들도 네이버 웹툰존에 전시되어 있었음!!!"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""한편 행사장 출구 쪽으로 나가면 아웃 오브 인덱스([[Out of Index]]) 존이 있는데요."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""네이버 웹툰 \""마음의 소리\""의 조석과 애봉이 ​ ​ ​ ​ 이 외에도 [[Out Of Index]] 존이 있으며 ​ RBG 존과 더 색다른 경험을 해볼 수 있는 실험적이고 차별성 있는 게임이라고 합니다."", ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"", ""link"": ""https://blog.naver.com/tmdwn944/224101650962""}, {""context"": ""다만 건의하고 싶은 점은 특이하고 신선한 게임들을 모아둔 [[Out Of INDEX]] 코너를 좀 넓혔으면 좋겠다는 느낌..? ​ 이번 행사에 참여하도록 선정된 부스들이 시장에 내놓기 안전한 게임 위주로 선정이 된 것 같아서 아쉬운 부분이 있었어요.."", ""title"": ""비버롹스 인디게임 페스티벌 다녀왔어요!( 후기 /산나비..."", ""link"": ""https://blog.naver.com/youjoo4924/224100767001""}]",파트너/기관
2025,파트너쉽,67,네이버 웹툰|네이버웹툰,네이버 웹툰,7,"[{""context"": ""갖고싶다 인형,, 최애색이 소라색이라 더 좋아 중요한건 이게 끝이 아님ㅋㅋ큐ㅠ ​ 중간중간 다양한 이벤트도 준비되어있고🎁 ​ 인디게임 존 밖에는 Out of Index존이랑 ​ 지난 10월에 진행한 스마일게이트 퓨처랩 주관 비버잼에서 제작된 게임들도 [[네이버 웹툰]]존에 전시되어 있었음!!!"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""마지막에 [[네이버 웹툰]]존도 구성되어 있어서 이제 다양한 가족 축제가 되었단 느낌도 받았습니다."", ""title"": ""스마일게이트 비버 롹스2025( 버닝비버 ) 행사 후기 , 인디게임..."", ""link"": ""https://blog.naver.com/jhk7318/224102077942""}, {""context"": ""[[네이버 웹툰]] 특별전 Beaver Rocks 이번에는 네이버 웹툰 특별전 도 하고 있었는데, 유명한 웹툰을 배경으로 하는 게임들이 준비되어 있더라고요."", ""title"": ""DDP 인디게임 페스티벌 다녀왔다! 2025 비버 롹스 후기"", ""link"": ""https://blog.naver.com/mnzxnm-/224101472160""}, {""context"": ""한 번 더 밖으로 나가니까 이번에는 [[네이버 웹툰]] 존 이 기다리고 있었습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""S 존은 대기 줄이 너무 많았고, 깜박하고 찍질 않아서 생략(...) ​ ​ ​ ​ \""에드워드의 세잎 클로버\"" 게임 ​ ​ ​ ​ \""호랑이 굴러가 유~\"" 게임 ​ ​ 잠시 쉬어가는 겸, 오후에 진행한 [[네이버 웹툰]] \""소심한 호랭이 코코\"" 로 유명하신 \""키몽 작가님\"" 과 ​ 해당 IP로 게임을 만드신 디렉터님들과 함께 게임을 푸는 무대 행사에 참여를 했습니다."", ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"", ""link"": ""https://blog.naver.com/tmdwn944/224101650962""}]",파트너/기관
2025,파트너쉽,68,플리더스,플리더스,3,"[{""context"": ""특별상 타이틀명 개발사 [[플리더스]] 아르뷔엔의 겨울 오르투스게임즈 유니티 마스터 오브 피스 아이엠게임 스토브인디 마녀의 정원 팀 타파스 벤큐 잭 더 리퍼 팀 체이싱폭스 레이저 페블 나이츠 피프티원퍼센트 네이버 웹툰 크로노 서울 픽셀리안 경기콘텐츠진흥원 던전 인 캣 소사이어티 ​ 모노웨이브 스튜디오BBB ​ STAND-ALONE 리퓨엘 우선 비버롹스의 스폰서마다 주는 특별상 이 있었으며, 총 9개의 게임이 수상했습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""그리고 인디게임 관련 행사에서는 빠지지 않는 [[플리더스]] 역시 스폰서로 참여했습니다."", ""title"": ""비버 롹스( 버닝비버 ) 2025 후기 - 인디게임 플레이를..."", ""link"": ""https://blog.naver.com/whithmag/224100397751""}, {""context"": ""저는 [[플리더스]] 서포터즈라 FGT 확인 구역에서 티켓을 받았고, 아이는 별도 예매 구역에서 티켓링크에서 온 카톡 QR을 보여주고 입장 줄을 섰다가 10시에 입장을 했습니다."", ""title"": ""인디게임페스티벌 BEAVER ROCKS 2025 첫날 오픈런 방문 후기"", ""link"": ""https://blog.naver.com/zealot16/224099786806""}]",파트너/기관
2025,이벤트,69,FGT,FGT,2,"[{""context"": ""시간 문제로 안에 들어가지는 못했지만, [[FGT]]존에 수십 대의 PC게임 시연장을 조성하고 있으니까요."", ""title"": ""비버 롹스( 버닝비버 ) 2025 후기 - 인디게임 플레이를..."", ""link"": ""https://blog.naver.com/whithmag/224100397751""}, {""context"": ""저는 플리더스 서포터즈라 [[FGT]] 확인 구역에서 티켓을 받았고, 아이는 별도 예매 구역에서 티켓링크에서 온 카톡 QR을 보여주고 입장 줄을 섰다가 10시에 입장을 했습니다."", ""title"": ""인디게임페스티벌 BEAVER ROCKS 2025 첫날 오픈런 방문 후기"", ""link"": ""https://blog.naver.com/zealot16/224099786806""}]",프로그램/이벤트
2025,게임/IP,70,비버롹스|비버록스|BeaverRocks|Beaver Rocks,비버롹스,12,"[{""context"": ""이번 [[비버롹스]]가 넘 콘셉슈얼하고 디테일하게 잘 기획된 현장이란게 느껴져서👍🏻 ​ 후후, 이번 기억때문에 내년에도 방문할 것 같음!!"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""[[비버롹스]]는 전체적으로 “이미 성공한 프로젝트들의 쇼케이스”라기보다는 “개발의 다음 국면을 준비하는 작품들”이 모인 자리 같았다."", ""title"": ""비버롹스 인디 게임 페스티벌 관람 후기 (GPT 정리 버전)"", ""link"": ""https://blog.naver.com/gyunee87/224099607384""}, {""context"": ""내년이 더 기대되는 [[비버롹스]]!"", ""title"": ""스마일게이트 비버 롹스2025( 버닝비버 ) 행사 후기 , 인디게임..."", ""link"": ""https://blog.naver.com/jhk7318/224102077942""}, {""context"": ""이번 [[비버롹스]] 2025 행사 자체도 굉장히 고무적이었거니와 수많은 개발자분들, 그리고 본인을 알아보고 다가와준 분들 덕분에 정말 많은 힘과 동기부여를 얻었다."", ""title"": ""비버 롹스 2025(Beaver Rocks 2025) 후기"", ""link"": ""https://blog.naver.com/kitpage/224100451989""}, {""context"": ""-풍비박산 풍비박산_[[비버롹스]] | STOVE 스토어 음식!"", ""title"": ""BEAVER ROCKS 2025 게임 후기"", ""link"": ""https://blog.naver.com/kms7231931/224109287236""}]",행사명/브랜딩
2025,이벤트,71,가챠|뽑기|경품 뽑기,가챠,8,"[{""context"": ""근데 그 외에도 그냥 추첨 [[뽑기]] 상품이랑 아까 말한 다양한 이벤트들도 넘 많아서 이런거 환장하는 나는 넘 행복했따"", ""title"": ""[ 비버롹스 2025] 인디게임 페스티벌 후기"", ""link"": ""https://blog.naver.com/dlalsrud44/224101263404""}, {""context"": ""굿즈와 경품이 가득 Beaver Rocks 비버롹스 스탬프를 모으면 코인으로 교환 을 해주고 나가는 길에 [[뽑기]]를 할 수 있었어요."", ""title"": ""DDP 인디게임 페스티벌 다녀왔다! 2025 비버 롹스 후기"", ""link"": ""https://blog.naver.com/mnzxnm-/224101472160""}, {""context"": ""B토큰 1개, 4개, 8개, 12개 단위로 진행할 수 있는 [[뽑기]]가 있었습니다."", ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"", ""link"": ""https://blog.naver.com/neopgame/224103297008""}, {""context"": ""코인으로 [[뽑기]]를 할 수 있는데 마우스패드를 뽑고 성수로 넘어갑니다."", ""title"": ""비버롹스 & 케데헌 팝업 후기"", ""link"": ""https://blog.naver.com/rangpa5/224109627693""}, {""context"": ""직원분께 B 토큰을 드리면 인형 [[뽑기]]로 상품 목록 중 1개 집을 수 있는 기회를 가지게 됩니다."", ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"", ""link"": ""https://blog.naver.com/tmdwn944/224101650962""}]",현장 이벤트
2025,이벤트,72,캐리커쳐|캐리커처|초상화|빗빛,캐리커쳐,5,"[
  {
    ""context"": ""존 나르센 키우기 사전예약을 하면 내 얼굴로 픽셀 아트 [[캐리커처]]를 그려주시더라고요."",
    ""title"": ""비버 롹스 버닝비버 2025 후기 , 산나비 굿즈 폭발적 인기"",
    ""link"": ""https://blog.naver.com/neopgame/224103297008""
  },
  {
    ""context"": ""itsbitbits [[빗빛]] 작가님이라고 픽셀아트 하는 분이 계신가봄 실시간으로 그려주시는거 따로 모니터가 마련되어 있었음"",
    ""title"": ""비버롹스 & 케데헌 팝업 후기"",
    ""link"": ""https://blog.naver.com/rangpa5/224109627693""
  },
  {
    ""context"": ""오후 2시에 네이버 웹툰 존 입구 쪽에 \""[[빗빛]]\"" 님의 도트 그래픽 캐리커처 행사가 있었습니다."",
    ""title"": ""BEAVER ROCKS 비버 롹스 2025 행사 12월 6일 후기"",
    ""link"": ""https://blog.naver.com/tmdwn944/224101650962""
  },
  {
    ""context"": ""특이하게도 여기서는 B토큰이 제공되는 게 아니라 [[캐리커처]]를 보상으로 획득할 수 있습니다."",
    ""title"": ""비버 롹스( 버닝비버 ) 2025 후기 - 인디게임 플레이를..."",
    ""link"": ""https://blog.naver.com/whithmag/224100397751""
  },
  {
    ""context"": ""네이버웹툰존에서는 '픽셀 아티스트 [[빗빛]] 얼굴도트 침공 체험'이 눈길이 갑니다."",
    ""title"": ""인디게임페스티벌 BEAVER ROCKS 2025 첫날 오픈런 방문 후기"",
    ""link"": ""https://blog.naver.com/zealot16/224099786806""
  }
]",현장 이벤트
